NETWORK,station,LOC_NAME,CHANNEL,DATE,FILENAME
IT,AVS,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.AVS..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,GAI,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.GAI..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,CDN,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CDN..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,MAI,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MAI..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,MAI,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MAI..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,GAI,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.GAI..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,CDN,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CDN..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,MAI,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MAI..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,ISD,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.ISD..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,MAJ,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MAJ..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,MAJ,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MAJ..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,ISD,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.ISD..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,CDN,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CDN..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,ISD,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.ISD..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,MAJ,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MAJ..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,CHF,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CHF..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,LTSN,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.LTSN..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,CHF,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CHF..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,MDC,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MDC..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,LTSN,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.LTSN..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,CHF,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CHF..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,LTSN,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.LTSN..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,CLA,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CLA..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,MDC,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MDC..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,CLA,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CLA..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,CLA,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CLA..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,PNAL,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PNAL..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,MDC,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MDC..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,CMO,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CMO..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,MLC,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MLC..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,PON,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PON..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,CMO,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CMO..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,MLC,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MLC..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,PON,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PON..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,MLC,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MLC..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,CMO,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CMO..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,PON,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PON..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,CNG,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CNG..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,MNOV,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MNOV..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,PSR,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PSR..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,CNG,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CNG..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,PSR,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PSR..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,CNG,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CNG..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,PSR,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PSR..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,CNT,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CNT..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,PTV,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PTV..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,CNT,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CNT..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,PTV,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PTV..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,CNT,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CNT..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,MNOV,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MNOV..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,PTV,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PTV..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,CPC,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CPC..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,MNOV,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MNOV..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,CPC,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CPC..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,MNS,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MNS..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,CPC,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CPC..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,PVC,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PVC..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,MNS,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MNS..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,CRD,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.CRD..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,MNS,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MNS..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,PVC,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PVC..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,SUZR,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SUZR..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,MOV,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MOV..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,PVC,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PVC..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,MOV,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MOV..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,MOV,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MOV..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,REA,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.REA..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,REA,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.REA..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,MRN,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MRN..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,REA,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.REA..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,MRN,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MRN..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,SUZR,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SUZR..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,RVST,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.RVST..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,RVST,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.RVST..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,MRN,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MRN..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,MRNO,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MRNO..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,MRNO,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MRNO..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,TGG,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TGG..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,RVST,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.RVST..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,SAC,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SAC..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,SAC,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SAC..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,TGG,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TGG..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,MRNO,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MRNO..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,SAC,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SAC..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,SDF,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SDF..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,TGG,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TGG..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,MTVA,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MTVA..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,MTVA,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MTVA..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,SDF,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SDF..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,TLM2,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TLM2..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,SDF,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SDF..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,MTVA,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.MTVA..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,TLM2,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TLM2..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,NVL,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.NVL..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,TLM2,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TLM2..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,TRA,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TRA..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,SDV,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SDV..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,NVL,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.NVL..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,TRA,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TRA..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,NVL,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.NVL..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,TRA,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TRA..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,OVAR,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.OVAR..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,SDV,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SDV..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,TRTO,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TRTO..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,OVAR,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.OVAR..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,SDV,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SDV..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,TRTO,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TRTO..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,OVAR,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.OVAR..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,SEM,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SEM..HGE__20240531T000000Z__20240601T000000Z.mseed
IT,PAS,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PAS..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,SEM,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SEM..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,PAS,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PAS..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,SEM,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SEM..HGZ__20240531T000000Z__20240601T000000Z.mseed
IT,PAS,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PAS..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,TRTO,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.TRTO..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,VALS,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VALS..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,PLZA,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PLZA..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,PLZA,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PLZA..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,PLZA,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PLZA..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,PNAL,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PNAL..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,SGVC,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SGVC..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,VALS,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VALS..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,PNAL,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.PNAL..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,VALS,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VALS..HNZ__20240531T000000Z__20240601T000000Z.mseed
IV,FVI,,HHE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.FVI..HHE__20240531T000000Z__20240601T000000Z.mseed
IT,VAV,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VAV..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,VAV,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VAV..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,SGVC,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SGVC..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,SGVC,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SGVC..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,VAV,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VAV..HNZ__20240531T000000Z__20240601T000000Z.mseed
IV,FVI,,HHN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.FVI..HHN__20240531T000000Z__20240601T000000Z.mseed
IV,FVI,,HHZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.FVI..HHZ__20240531T000000Z__20240601T000000Z.mseed
IT,SLOB,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SLOB..HNE__20240531T000000Z__20240601T000000Z.mseed
IV,MABI,,HHE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.MABI..HHE__20240531T000000Z__20240601T000000Z.mseed
IT,VCNZ,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VCNZ..HNE__20240531T000000Z__20240601T000000Z.mseed
IV,MABI,,HHN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.MABI..HHN__20240531T000000Z__20240601T000000Z.mseed
IT,VCNZ,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VCNZ..HNN__20240531T000000Z__20240601T000000Z.mseed
IV,MABI,,HHZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.MABI..HHZ__20240531T000000Z__20240601T000000Z.mseed
IT,SLOB,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SLOB..HNN__20240531T000000Z__20240601T000000Z.mseed
IT,VCNZ,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VCNZ..HNZ__20240531T000000Z__20240601T000000Z.mseed
IV,MAGA,,HHE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.MAGA..HHE__20240531T000000Z__20240601T000000Z.mseed
IT,SLOB,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SLOB..HNZ__20240531T000000Z__20240601T000000Z.mseed
IV,MAGA,,HHN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.MAGA..HHN__20240531T000000Z__20240601T000000Z.mseed
IT,SON,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SON..HGE__20240531T000000Z__20240601T000000Z.mseed
IV,MAGA,,HHZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.MAGA..HHZ__20240531T000000Z__20240601T000000Z.mseed
IV,RAVA,,EHE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.RAVA..EHE__20240531T000000Z__20240601T000000Z.mseed
IT,VDB,,HGE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VDB..HGE__20240531T000000Z__20240601T000000Z.mseed
IV,RAVA,,EHN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.RAVA..EHN__20240531T000000Z__20240601T000000Z.mseed
IT,SON,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SON..HGN__20240531T000000Z__20240601T000000Z.mseed
IV,RAVA,,EHZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.RAVA..EHZ__20240531T000000Z__20240601T000000Z.mseed
IT,VDB,,HGN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VDB..HGN__20240531T000000Z__20240601T000000Z.mseed
IT,SON,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SON..HGZ__20240531T000000Z__20240601T000000Z.mseed
IV,STAL,,HHE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.STAL..HHE__20240531T000000Z__20240601T000000Z.mseed
IT,VDB,,HGZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VDB..HGZ__20240531T000000Z__20240601T000000Z.mseed
IV,STAL,,HHN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.STAL..HHN__20240531T000000Z__20240601T000000Z.mseed
IT,VRNA,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VRNA..HNE__20240531T000000Z__20240601T000000Z.mseed
IV,STAL,,HHZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.STAL..HHZ__20240531T000000Z__20240601T000000Z.mseed
IT,SPI,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SPI..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,VRNA,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VRNA..HNN__20240531T000000Z__20240601T000000Z.mseed
IV,TEOL,,HHE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.TEOL..HHE__20240531T000000Z__20240601T000000Z.mseed
IT,VRNA,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.VRNA..HNZ__20240531T000000Z__20240601T000000Z.mseed
IT,SPI,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SPI..HNN__20240531T000000Z__20240601T000000Z.mseed
IV,TEOL,,HHN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.TEOL..HHN__20240531T000000Z__20240601T000000Z.mseed
IT,SPI,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SPI..HNZ__20240531T000000Z__20240601T000000Z.mseed
IV,TEOL,,HHZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IV.TEOL..HHZ__20240531T000000Z__20240601T000000Z.mseed
MN,TRI,,HHE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/MN.TRI..HHE__20240531T000000Z__20240601T000000Z.mseed
IT,SPP,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SPP..HNE__20240531T000000Z__20240601T000000Z.mseed
IT,SPP,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.SPP..HNN__20240531T000000Z__20240601T000000Z.mseed
MN,TRI,,HHN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/MN.TRI..HHN__20240531T000000Z__20240601T000000Z.mseed
IT,ZPG,,HNE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.ZPG..HNE__20240531T000000Z__20240601T000000Z.mseed
MN,TRI,,HHZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/MN.TRI..HHZ__20240531T000000Z__20240601T000000Z.mseed
IT,ZPG,,HNN,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.ZPG..HNN__20240531T000000Z__20240601T000000Z.mseed
NI,DST2,,HHE,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/NI.DST2..HHE__20240531T000000Z__20240601T000000Z.mseed
IT,ZPG,,HNZ,2024-05-31,/Volumes/Expansion/KEN/waveforms/2024/05/31/IT.ZPG..HNZ__20240531T000000Z__20240601T000000Z.mseed
